WKT,fid,ID,CODIGO,NOMOFICIAL,ALT_DI,ALT_DF,ALT_II,ALT_IF,TIPO_C,LONG,pto_medio,DIRECCION,ESTADO,CANT_LINEA,OBSERVA,NOM_MAPA,SENTIDO,COD_SENT,RED_JERARQ,RED_TP,FFCC,METROBUS,EXTENSION,PAX BENEFI
"MULTILINESTRING ((-58.3689890702389 -34.6170326755973,-58.3688694998972 -34.6173310738521,-58.3686976635084 -34.6177989156811,-58.3687684436554 -34.6183368763002))",99,13979,17028,PASEO COLON,802,900,0,0,AVENIDA,136.84,-58.3687265128,PASEO COLON802,Proyectado,21,Plan 2020-2023,AV.PASEO COLON,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,MTB del Bajo 2,"1,90km",130.000pax/dia
"MULTILINESTRING ((-58.368651191241 -34.6194252745101,-58.3686147375692 -34.6197211721484))",100,14354,17028,PASEO COLON,0,0,0,0,AVENIDA,32.99,-58.3686329644,PASEO COLON0,Proyectado,21,Plan 2020-2023,AV.PASEO COLON,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,MTB del Bajo 2,"1,90km",130.000pax/dia
"MULTILINESTRING ((-58.3686846347307 -34.6191545162446,-58.368651191241 -34.6194252745101))",101,14282,17028,PASEO COLON,0,0,0,0,AVENIDA,30.19,-58.368667913,PASEO COLON0,Proyectado,21,Plan 2020-2023,AV.PASEO COLON,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,MTB del Bajo 2,"1,90km",130.000pax/dia
"MULTILINESTRING ((-58.3655733501264 -34.6289265649331,-58.3655111928708 -34.6289677843928))",102,16925,2115,"BROWN, ALTE.",0,0,0,0,AVENIDA,7.31,-58.3655422715,"BROWN, ALTE.0",Proyectado,21,Plan 2020-2023,AV. ALMTE. BROWN,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,MTB del Bajo 2,"1,90km",130.000pax/dia
"MULTILINESTRING ((-58.3686147375692 -34.6197211721484,-58.3684630555798 -34.6203653731197,-58.3684328065959 -34.6205974704333))",103,14586,17028,PASEO COLON,1002,1100,1001,1099,AVENIDA,98.7,-58.3685120744,PASEO COLON1002,Proyectado,21,Plan 2020-2023,AV.PASEO COLON,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,MTB del Bajo 2,"1,90km",130.000pax/dia
"MULTILINESTRING ((-58.3687684436554 -34.6183368763002,-58.3687865186451 -34.6184745006457,-58.3686977889892 -34.6190476212601,-58.3686846347307 -34.6191545162446))",104,14209,17028,PASEO COLON,902,1000,0,0,AVENIDA,91.37,-58.3687445333,PASEO COLON902,Proyectado,21,Plan 2020-2023,AV.PASEO COLON,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,MTB del Bajo 2,"1,90km",130.000pax/dia
"MULTILINESTRING ((-58.36797122274 -34.6251954386951,-58.3679657946231 -34.6254738945687,-58.3679776096189 -34.6269969830208,-58.3679784279991 -34.6271014941915,-58.3679451551007 -34.6271423852086))",105,16362,17028,PASEO COLON,1502,1600,1501,1599,AVENIDA,216.92,0,PASEO COLON1502,Proyectado,21,Plan 2020-2023,AV.PASEO COLON,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,MTB del Bajo 2,"1,90km",130.000pax/dia
"MULTILINESTRING ((-58.3673696857545 -34.6276380801205,-58.3665963626358 -34.6282246054813,-58.3665658126412 -34.6282674701554))",106,16742,2115,"BROWN, ALTE.",102,200,101,199,AVENIDA,101.76,-58.3669620546,"BROWN, ALTE.102",Proyectado,21,Plan 2020-2023,AV. ALMTE. BROWN,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,MTB del Bajo 2,"1,90km",130.000pax/dia
"MULTILINESTRING ((-58.3681872521163 -34.6228109479101,-58.3681616389521 -34.6230103010587,-58.3680818290725 -34.6238228724575,-58.3680593106991 -34.6240722296473))",107,15567,17028,PASEO COLON,1302,1400,1301,1399,AVENIDA,140.42,-58.3681193206,PASEO COLON1302,Proyectado,21,Plan 2020-2023,AV.PASEO COLON,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,MTB del Bajo 2,"1,90km",130.000pax/dia
"MULTILINESTRING ((-58.3695400388953 -34.6177523067066,-58.3692979119039 -34.6183850309812))",108,13991,17028,PASEO COLON,0,0,851,899,AVENIDA,73.62,-58.3694189754,PASEO COLON0,Proyectado,21,Plan 2020-2023,AV.PASEO COLON,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,MTB del Bajo 2,"1,90km",130.000pax/dia
"MULTILINESTRING ((-58.3692979119039 -34.6183850309812,-58.3686142663375 -34.6197210603503))",109,14217,17028,PASEO COLON,0,0,901,999,AVENIDA,161,-58.3691290385,PASEO COLON0,Proyectado,21,Plan 2020-2023,AV.PASEO COLON,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,MTB del Bajo 2,"1,90km",130.000pax/dia
"MULTILINESTRING ((-58.3680593106991 -34.6240722296473,-58.3679748417833 -34.6250095197394,-58.36797122274 -34.6251954386951))",110,15879,17028,PASEO COLON,1402,1500,1401,1499,AVENIDA,124.89,-58.3680087309,PASEO COLON1402,Proyectado,21,Plan 2020-2023,AV.PASEO COLON,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,MTB del Bajo 2,"1,90km",130.000pax/dia
"MULTILINESTRING ((-58.3679451551007 -34.6271423852086,-58.3677905634602 -34.6273325530628,-58.3673696857545 -34.6276380801205))",111,16564,2115,"BROWN, ALTE.",2,100,1,99,AVENIDA,76.78,-58.367679289,"BROWN, ALTE.2",Proyectado,21,Plan 2020-2023,AV. ALMTE. BROWN,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,MTB del Bajo 2,"1,90km",130.000pax/dia
"MULTILINESTRING ((-58.4443001758785 -34.5947640037516,-58.4455132359314 -34.5955985082273))",112,7995,10018,"JUSTO, JUAN B. AV.",2601,2699,2602,2602,AVENIDA,144.75,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.4455132359314 -34.5955985082273,-58.4465964844703 -34.5963434057712))",113,8151,10018,"JUSTO, JUAN B. AV.",2701,2799,2702,2702,AVENIDA,129.24,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.4465964844703 -34.5963434057712,-58.4476898769766 -34.5970916075994))",114,8322,10018,"JUSTO, JUAN B. AV.",2801,2899,2802,2802,AVENIDA,130.19,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.4476898769766 -34.5970916075994,-58.4481449668484 -34.5974178880875,-58.4487729106942 -34.5978524858587))",115,8484,10018,"JUSTO, JUAN B. AV.",2901,2999,2902,2902,AVENIDA,130.37,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.4487729106942 -34.5978524858587,-58.4498587605095 -34.5986027881426))",116,8674,10018,"JUSTO, JUAN B. AV.",3001,3099,3002,3002,AVENIDA,129.81,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.4498587605095 -34.5986027881426,-58.450259617813 -34.5988783513382,-58.4508760372316 -34.599308780166))",117,8846,10018,"JUSTO, JUAN B. AV.",3101,3199,3102,3102,AVENIDA,121.83,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.4512096603948 -34.5995287472348,-58.4520523003574 -34.6001204156616))",118,9043,10018,"JUSTO, JUAN B. AV.",3221,3299,3222,3300,AVENIDA,101.4,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.467848237754 -34.6113037955939,-58.4684478880591 -34.6116139418915))",119,12100,10018,"JUSTO, JUAN B. AV.",4901,4949,4902,4950,AVENIDA,64.87,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.4684478880591 -34.6116139418915,-58.4690039885672 -34.6118981132293))",120,12179,10018,"JUSTO, JUAN B. AV.",4951,4999,4952,5000,AVENIDA,59.96,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.4690039885672 -34.6118981132293,-58.4695523247963 -34.6121901429133))",121,12257,10018,"JUSTO, JUAN B. AV.",5001,5049,5002,5050,AVENIDA,59.82,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.4695523247963 -34.6121901429133,-58.4700812210272 -34.6124761522066))",122,12341,10018,"JUSTO, JUAN B. AV.",5051,5099,5052,5100,AVENIDA,57.96,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.4700812210272 -34.6124761522066,-58.4707434948785 -34.6128261185682,-58.4712158322475 -34.6130760009694))",123,12486,10018,"JUSTO, JUAN B. AV.",5101,5199,5102,5200,AVENIDA,123.52,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.4712158322475 -34.6130760009694,-58.4714548724104 -34.6131982333341,-58.4717005224454 -34.6133360538754,-58.4718794818603 -34.6134472301953,-58.4720228761608 -34.6135731117374,-58.4721589290213 -34.6137027238271,-58.4722529003696 -34.6138245061813))",124,12687,10018,"JUSTO, JUAN B. AV.",5201,5299,5202,5300,AVENIDA,127.78,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.4794517434201 -34.6206831912239,-58.4798142389277 -34.6210850946799,-58.4807649869169 -34.6220781789022))",125,14960,10018,"JUSTO, JUAN B. AV.",6001,6199,6002,6200,AVENIDA,196.04,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.4807649869169 -34.6220781789022,-58.481822470216 -34.6229135618082))",126,15176,10018,"JUSTO, JUAN B. AV.",6201,6299,6202,6300,AVENIDA,133.9,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.481822470216 -34.6229135618082,-58.4821885429602 -34.623184573437,-58.4826054351082 -34.6235147528266))",127,15351,10018,"JUSTO, JUAN B. AV.",6301,6399,6302,6400,AVENIDA,97.68,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.4826054351082 -34.6235147528266,-58.4829692042703 -34.6237876714012,-58.4833914011887 -34.6241094840482))",128,15555,10018,"JUSTO, JUAN B. AV.",6401,6499,6402,6500,AVENIDA,97.68,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.4508760372316 -34.599308780166,-58.4512096603948 -34.5995287472348))",129,27580,10018,"JUSTO, JUAN B. AV.",3201,3219,3202,3220,AVENIDA,39.14,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.5171475943662 -34.633085336405,-58.5173447257036 -34.6330114062343,-58.5185142716206 -34.6330006201622,-58.5188500684775 -34.6330465726616))",130,18083,10018,"JUSTO, JUAN B. AV.",9121,9199,0,0,AVENIDA,158.31,,,Proyectado,7,,AV.JUAN B. JUSTO,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.5269207322236 -34.6346829464131,-58.5268494774039 -34.6353151170559))",131,18758,7022,GANA,401,449,402,450,CALLE,70.43,,,Proyectado,7,,GANA,DECRECIENTE,-1,VÍA LOCAL,,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.5255047780165 -34.6355353310436,-58.5256048581313 -34.6345857416799))",132,18812,13007,MADERO,341,399,340,400,CALLE,105.74,,,Proyectado,7,,MADERO,CRECIENTE,1,VÍA LOCAL,,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.5254449746053 -34.6361146058595,-58.5254945975043 -34.6357068206956,-58.5255047780165 -34.6355353310436))",133,18966,13007,MADERO,301,339,302,338,CALLE,64.51,,,Proyectado,7,,MADERO,CRECIENTE,1,VÍA LOCAL,,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.5268494774039 -34.6353151170559,-58.5267476573521 -34.6362007625135))",134,18988,7022,GANA,301,399,302,400,CALLE,98.69,,,Proyectado,7,,GANA,DECRECIENTE,-1,VÍA LOCAL,,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.5253182910567 -34.6371569579684,-58.5254449746053 -34.6361146058595))",135,19259,13007,MADERO,201,299,202,300,CALLE,116.21,,,Proyectado,7,,MADERO,CRECIENTE,1,VÍA LOCAL,,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.5267476573521 -34.6362007625135,-58.5266283245225 -34.6372519856223))",136,19291,7022,GANA,201,299,202,300,CALLE,117.13,,,Proyectado,7,,GANA,DECRECIENTE,-1,VÍA LOCAL,,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.5251916890378 -34.6381986054797,-58.5253182910567 -34.6371569579684))",137,19549,13007,MADERO,101,199,102,200,CALLE,116.14,,,Proyectado,7,,MADERO,CRECIENTE,1,VÍA LOCAL,,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.5258502078995 -34.6382472819287,-58.5251916890378 -34.6381986054797))",138,19554,23054,"VIEDMA, FRANCISCO de",6801,6849,6802,6850,CALLE,60.62,,,Proyectado,7,,FRANCISCO DE VIEDMA,DECRECIENTE,-1,VÍA LOCAL,,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.5265098352747 -34.638296024666,-58.5258502078995 -34.6382472819287))",139,19566,23054,"VIEDMA, FRANCISCO de",6851,6899,6852,6900,CALLE,60.72,,,Proyectado,7,,FRANCISCO DE VIEDMA,DECRECIENTE,-1,VÍA LOCAL,,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.5266283245225 -34.6372519856223,-58.5265098352747 -34.638296024666))",140,19567,7022,GANA,101,199,102,200,CALLE,116.33,,,Proyectado,7,,GANA,DECRECIENTE,-1,VÍA LOCAL,,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.5196636963328 -34.6335887694311,-58.5192595781444 -34.6334597983502,-58.518682661066 -34.6333161865715,-58.5182116156717 -34.6332455544795,-58.5180129096798 -34.633223883479))",141,29871,10018,"JUSTO, JUAN B. AV.",0,0,9152,9200,AVENIDA,157.24,,,Proyectado,7,,AV.JUAN B. JUSTO,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.4265153540626 -34.5775832414406,-58.4266195735887 -34.5777880953921,-58.4265312229552 -34.5781679504994,-58.4278430084109 -34.5797370596068,-58.4280649716708 -34.5799822034086))",142,4701,10018,"JUSTO, JUAN B. AV.",601,799,602,800,AVENIDA,245.6,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.429010061146 -34.5809544096685,-58.4291100736561 -34.5810473284036,-58.4300412774777 -34.5818796577694))",143,5109,10018,"JUSTO, JUAN B. AV.",901,999,902,1000,AVENIDA,139.6,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.4300412774777 -34.5818796577694,-58.430166404102 -34.5819914563609,-58.4306894172961 -34.5823769626484))",144,5187,10018,"JUSTO, JUAN B. AV.",1001,1099,1002,1100,AVENIDA,81.18,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.4306894172961 -34.5823769626484,-58.4316705908299 -34.5831001330949))",145,5325,10018,"JUSTO, JUAN B. AV.",1101,1199,1102,1200,AVENIDA,120.58,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.4316705908299 -34.5831001330949,-58.4329300693498 -34.5840284425916))",146,5524,10018,"JUSTO, JUAN B. AV.",1201,1299,1202,1300,AVENIDA,154.78,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.4329300693498 -34.5840284425916,-58.4338168713973 -34.5846820626639))",147,5673,10018,"JUSTO, JUAN B. AV.",1301,1399,1302,1400,AVENIDA,108.98,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.4338168713973 -34.5846820626639,-58.4347532343449 -34.5853721679433))",148,5824,10018,"JUSTO, JUAN B. AV.",1401,1499,1402,1500,AVENIDA,115.07,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.4347532343449 -34.5853721679433,-58.4357013612324 -34.586070930891))",149,5960,10018,"JUSTO, JUAN B. AV.",1501,1599,1502,1600,AVENIDA,116.51,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.4391390633201 -34.5910845204885,-58.4396581526912 -34.591541468745))",150,7214,10018,"JUSTO, JUAN B. AV.",2002,2100,0,0,AVENIDA,69.55,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.4396581526912 -34.591541468745,-58.4407030406826 -34.5922669015821))",151,7365,10018,"JUSTO, JUAN B. AV.",2101,2199,2102,2200,AVENIDA,125.16,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.4407030406826 -34.5922669015821,-58.4417459884882 -34.5929909165504))",152,7534,10018,"JUSTO, JUAN B. AV.",2201,2299,2202,2300,AVENIDA,124.92,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.4417459884882 -34.5929909165504,-58.4427203253282 -34.5936673038011))",153,7638,10018,"JUSTO, JUAN B. AV.",2301,2399,2302,2400,AVENIDA,116.7,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.4427203253282 -34.5936673038011,-58.4435287226949 -34.5942285118776))",154,7734,10018,"JUSTO, JUAN B. AV.",2401,2499,2402,2500,AVENIDA,96.83,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.4435287226949 -34.5942285118776,-58.4443001758785 -34.5947640037516))",155,7843,10018,"JUSTO, JUAN B. AV.",2501,2599,2502,2600,AVENIDA,92.4,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.4520523003574 -34.6001204156616,-58.4526791737103 -34.6005473160813))",156,9158,10018,"JUSTO, JUAN B. AV.",3301,3367,3302,3350,AVENIDA,74.49,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.4526791737103 -34.6005473160813,-58.4530874410935 -34.600825387725))",157,9246,10018,"JUSTO, JUAN B. AV.",3369,3399,3352,3400,AVENIDA,48.52,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.4530874410935 -34.600825387725,-58.4540388832897 -34.6014733005879))",158,9435,10018,"JUSTO, JUAN B. AV.",3401,3499,3402,3500,AVENIDA,113.06,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.4540388832897 -34.6014733005879,-58.4549920435627 -34.6021224033014))",159,9608,10018,"JUSTO, JUAN B. AV.",3501,3599,3502,3600,AVENIDA,113.27,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.4549920435627 -34.6021224033014,-58.4551713163357 -34.6022445318092,-58.4559526284239 -34.6027731186916))",160,9795,10018,"JUSTO, JUAN B. AV.",3601,3695,3602,3696,AVENIDA,113.91,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.4559526284239 -34.6027731186916,-58.4560196544578 -34.6028184762106))",161,9805,10018,"JUSTO, JUAN B. AV.",3697,3699,3698,3700,AVENIDA,7.94,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.4560196544578 -34.6028184762106,-58.4574224485757 -34.6037676653374))",162,10063,10018,"JUSTO, JUAN B. AV.",3701,3899,3702,3900,AVENIDA,166.27,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.4574224485757 -34.6037676653374,-58.4581976569819 -34.6042921527887,-58.4584739469889 -34.6044918180705))",163,10236,10018,"JUSTO, JUAN B. AV.",3861,3999,3902,4000,AVENIDA,125.54,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.4584739469889 -34.6044918180705,-58.4587824326416 -34.6047148649183,-58.459513028578 -34.6052089892405))",164,10419,10018,"JUSTO, JUAN B. AV.",4001,4099,4002,4100,AVENIDA,124.16,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.4605130340719 -34.6058858675877,-58.4615404818497 -34.6065835837754))",165,10758,10018,"JUSTO, JUAN B. AV.",4201,4299,4202,4300,AVENIDA,121.95,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.4615404818497 -34.6065835837754,-58.4621505024981 -34.6069978288233))",166,10865,10018,"JUSTO, JUAN B. AV.",4301,4349,4302,4350,AVENIDA,72.4,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.4621505024981 -34.6069978288233,-58.4625100274186 -34.6072419939201,-58.4627046538459 -34.6073729848495))",167,10959,10018,"JUSTO, JUAN B. AV.",4351,4399,4352,4400,AVENIDA,65.69,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.4627046538459 -34.6073729848495,-58.4637596504476 -34.6080830065754,-58.4638844352604 -34.6081667409216))",168,11147,10018,"JUSTO, JUAN B. AV.",4401,4499,4402,4500,AVENIDA,139.51,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.4638844352604 -34.6081667409216,-58.4639460185736 -34.608208009441))",169,11158,10018,"JUSTO, JUAN B. AV.",0,0,0,0,AVENIDA,7.27,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
"MULTILINESTRING ((-58.4639460185736 -34.608208009441,-58.4640640747237 -34.6082872364613,-58.464251722069 -34.6084473809854,-58.4644020625737 -34.6086073144675))",170,11256,10018,"JUSTO, JUAN B. AV.",4501,4553,4502,4554,AVENIDA,61.15,,,Proyectado,7,,AV.JUAN B. JUSTO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,Metrobus Juan B. Justo,12km,150.000pax/dia
